time
"2",,"","","","","arm-none-eabi-gcc (GCC) 10.2.0"
"","-Os -std=gnu89 -mcpu=cortex-m0"
flex-2.5.31,tblcmp,0.11,0.13,0.13
flex-2.5.31,parse,0.22,0.23,0.24
flex-2.5.31,gen,0.32,0.32,0.33
flex-2.5.31,libmain,0.00,0.00,0.01
flex-2.5.31,yylex,0.03,0.03,0.04
flex-2.5.31,options,0.00,0.01,0.01
flex-2.5.31,nfa,0.08,0.09,0.09
flex-2.5.31,tables,0.08,0.09,0.09
flex-2.5.31,buf,0.04,0.05,0.05
flex-2.5.31,tables_shared,0.01,0.02,0.02
flex-2.5.31,ecs,0.03,0.03,0.04
flex-2.5.31,skel,0.03,0.03,0.04
flex-2.5.31,scanopt,0.13,0.13,0.14
flex-2.5.31,main,0.22,0.23,0.24
flex-2.5.31,misc,0.16,0.16,0.16
flex-2.5.31,libyywrap,0.00,0.01,0.01
flex-2.5.31,dfa,0.20,0.21,0.21
flex-2.5.31,scan,0.75,0.75,0.76
flex-2.5.31,regex,0.03,0.03,0.05
flex-2.5.31,sym,0.04,0.04,0.04
jikespg-1.3,src/ctabs,0.61,0.62,0.63
jikespg-1.3,src/tabutil,0.34,0.35,0.35
jikespg-1.3,src/prntstat,0.09,0.09,0.10
jikespg-1.3,src/partset,0.07,0.07,0.08
jikespg-1.3,src/mkred,0.22,0.59,0.59
jikespg-1.3,src/resolve,0.37,0.37,0.37
jikespg-1.3,src/main,0.08,0.08,0.09
jikespg-1.3,src/timetab,0.26,0.28,0.29
jikespg-1.3,src/mkstates,0.10,0.10,0.10
jikespg-1.3,src/ptables,0.10,0.10,0.11
jikespg-1.3,src/produce,0.39,0.40,0.40
jikespg-1.3,src/remsp,0.30,0.31,0.31
jikespg-1.3,src/lpgutil,0.15,0.16,0.16
jikespg-1.3,src/spacetab,0.55,0.55,0.58
jikespg-1.3,src/lpgparse,0.95,0.96,0.96
jikespg-1.3,src/globals,0.01,0.01,0.02
jikespg-1.3,src/mkfirst,0.45,0.46,0.46
jpeg-6b,jcphuff,0.10,0.10,0.11
jpeg-6b,jcsample,0.09,0.09,0.09
jpeg-6b,cjpeg,0.07,0.08,0.08
jpeg-6b,jcomapi,0.02,0.02,0.02
jpeg-6b,jidctflt,0.04,0.05,0.05
jpeg-6b,rdswitch,0.07,0.07,0.07
jpeg-6b,rdcolmap,0.05,0.06,0.06
jpeg-6b,jcparam,0.08,0.09,0.10
jpeg-6b,jquant1,0.12,0.12,0.12
jpeg-6b,jidctfst,0.04,0.05,0.08
jpeg-6b,jdapimin,0.05,0.05,0.06
jpeg-6b,cdjpeg,0.02,0.02,0.03
jpeg-6b,jcapistd,0.03,0.03,0.04
jpeg-6b,jquant2,0.17,0.17,0.17
jpeg-6b,rdjpgcom,0.06,0.06,0.07
jpeg-6b,wrrle,0.00,0.01,0.01
jpeg-6b,rdppm,0.07,0.08,0.08
jpeg-6b,ansi2knr,0.08,0.10,0.10
jpeg-6b,jfdctfst,0.02,0.03,0.03
jpeg-6b,jctrans,0.06,0.06,0.07
jpeg-6b,jcmaster,0.10,0.10,0.10
jpeg-6b,djpeg,0.08,0.08,0.09
jpeg-6b,jdsample,0.08,0.08,0.08
jpeg-6b,wrbmp,0.09,0.10,0.10
jpeg-6b,jidctred,0.05,0.06,0.06
jpeg-6b,rdrle,0.01,0.01,0.01
jpeg-6b,jdcoefct,0.13,0.14,0.14
jpeg-6b,jchuff,0.13,0.14,0.15
jpeg-6b,jcinit,0.01,0.02,0.02
jpeg-6b,jdmarker,0.21,0.22,0.22
jpeg-6b,transupp,0.20,0.21,0.22
jpeg-6b,jccolor,0.06,0.07,0.07
jpeg-6b,jdmerge,0.05,0.06,0.06
jpeg-6b,rdgif,0.01,0.02,0.02
jpeg-6b,jdpostct,0.04,0.04,0.04
jpeg-6b,jdmainct,0.06,0.06,0.06
jpeg-6b,jutils,0.02,0.02,0.04
jpeg-6b,jccoefct,0.07,0.08,0.08
jpeg-6b,jmemmgr,0.11,0.12,0.12
jpeg-6b,jddctmgr,0.04,0.04,0.04
jpeg-6b,jdapistd,0.05,0.05,0.05
jpeg-6b,jidctint,0.05,0.05,0.05
jpeg-6b,jfdctflt,0.03,0.04,0.04
jpeg-6b,jmemnobs,0.02,0.03,0.03
jpeg-6b,jdmaster,0.07,0.07,0.09
jpeg-6b,jdtrans,0.02,0.03,0.04
jpeg-6b,jpegtran,0.07,0.07,0.07
jpeg-6b,jdhuff,0.10,0.11,0.11
jpeg-6b,jdinput,0.05,0.06,0.06
jpeg-6b,jdphuff,0.11,0.12,0.12
jpeg-6b,jerror,0.02,0.04,0.04
jpeg-6b,rdtarga,0.08,0.08,0.10
jpeg-6b,wrjpgcom,0.08,0.09,0.10
jpeg-6b,jcprepct,0.05,0.06,0.08
jpeg-6b,jdcolor,0.06,0.06,0.06
jpeg-6b,jdatadst,0.02,0.03,0.03
jpeg-6b,jcmainct,0.02,0.03,0.03
jpeg-6b,wrgif,0.08,0.08,0.08
jpeg-6b,jcmarker,0.08,0.08,0.08
jpeg-6b,wrtarga,0.04,0.05,0.05
jpeg-6b,jdatasrc,0.02,0.02,0.03
jpeg-6b,rdbmp,0.08,0.08,0.10
jpeg-6b,jcapimin,0.04,0.05,0.05
jpeg-6b,jfdctint,0.04,0.04,0.05
jpeg-6b,jcdctmgr,0.06,0.06,0.06
jpeg-6b,wrppm,0.04,0.04,0.05
libmspack,test/cabd_test,0.14,0.15,0.15
libmspack,test/chmd_md5,0.03,0.03,0.04
libmspack,test/cabrip,0.02,0.02,0.04
libmspack,test/cabextract_md5,0.75,0.77,0.78
libmspack,test/cabd_md5,0.03,0.03,0.04
libmspack,test/md5,0.08,0.08,0.10
libmspack,mspack/cabd,0.18,0.18,0.18
libmspack,mspack/kwajd,0.01,0.01,0.01
libmspack,mspack/chmc,0.00,0.01,0.01
libmspack,mspack/qtmc,0.01,0.01,0.01
libmspack,mspack/cabc,0.01,0.02,0.02
libmspack,mspack/system,0.03,0.04,0.04
libmspack,mspack/kwajc,0.01,0.01,0.02
libmspack,mspack/lzxd,0.27,0.28,0.28
libmspack,mspack/hlpd,0.00,0.01,0.01
libmspack,mspack/qtmd,0.20,0.20,0.20
libmspack,mspack/lzxc,0.00,0.00,0.01
libmspack,mspack/litd,0.00,0.01,0.01
libmspack,mspack/szddc,0.01,0.01,0.01
libmspack,mspack/szddd,0.01,0.01,0.02
libmspack,mspack/litc,0.01,0.01,0.02
libmspack,mspack/chmd,0.11,0.11,0.12
libmspack,mspack/mszipd,0.01,0.01,0.02
libmspack,mspack/hlpc,0.00,0.00,0.01
libmspack,mspack/mszipc,0.00,0.01,0.01
libpng-1.2.5,pngwio,0.02,0.02,0.04
libpng-1.2.5,pngpread,0.19,0.56,0.58
libpng-1.2.5,pngrtran,0.66,0.66,0.66
libpng-1.2.5,pngrutil,0.36,0.38,0.38
libpng-1.2.5,pngerror,0.05,0.06,0.06
libpng-1.2.5,pngwrite,0.18,0.20,0.21
libpng-1.2.5,pngwutil,0.34,0.35,0.35
libpng-1.2.5,pngset,0.17,0.18,0.18
libpng-1.2.5,pngwtran,0.08,0.08,0.09
libpng-1.2.5,pngrio,0.02,0.02,0.03
libpng-1.2.5,pngmem,0.04,0.04,0.04
libpng-1.2.5,pngtest,0.14,0.14,0.15
libpng-1.2.5,pngtrans,0.07,0.08,0.08
libpng-1.2.5,pngread,0.17,0.34,0.75
libpng-1.2.5,pnm2png,0.08,0.09,0.12
libpng-1.2.5,png2pnm,0.06,0.07,0.07
libpng-1.2.5,pngget,0.13,0.13,0.14
libpng-1.2.5,png,0.09,0.10,0.10
linux-2.4.23-pre3-testplatform,net/8021q/vlan,0.07,0.07,0.08
linux-2.4.23-pre3-testplatform,net/8021q/vlanproc,0.02,0.04,0.05
linux-2.4.23-pre3-testplatform,net/8021q/vlan_dev,0.14,0.15,0.18
linux-2.4.23-pre3-testplatform,net/802/p8023,0.03,0.04,0.06
linux-2.4.23-pre3-testplatform,net/netlink/af_netlink,0.16,0.17,0.17
linux-2.4.23-pre3-testplatform,net/ipv4/raw,0.14,0.14,0.14
linux-2.4.23-pre3-testplatform,net/ipv4/inetpeer,0.07,0.09,0.10
linux-2.4.23-pre3-testplatform,net/ipv4/tcp,0.46,0.46,0.47
linux-2.4.23-pre3-testplatform,net/ipv4/fib_hash,0.17,0.18,0.20
linux-2.4.23-pre3-testplatform,net/ipv4/ip_fragment,0.13,0.13,0.14
linux-2.4.23-pre3-testplatform,net/ipv4/devinet,0.18,0.20,0.20
linux-2.4.23-pre3-testplatform,net/ipv4/ip_sockglue,0.19,0.20,0.21
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_ipv4,0.42,0.43,0.43
linux-2.4.23-pre3-testplatform,net/ipv4/route,0.38,0.39,0.40
linux-2.4.23-pre3-testplatform,net/ipv4/igmp,0.37,0.38,0.39
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_minisocks,0.17,0.19,0.19
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_input,0.71,0.71,0.74
linux-2.4.23-pre3-testplatform,net/ipv4/fib_frontend,0.12,0.13,0.14
linux-2.4.23-pre3-testplatform,net/ipv4/icmp,0.15,0.16,0.17
linux-2.4.23-pre3-testplatform,net/ipv4/ip_forward,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,net/ipv4/utils,0.01,0.01,0.03
linux-2.4.23-pre3-testplatform,net/ipv4/proc,0.06,0.07,0.08
linux-2.4.23-pre3-testplatform,net/ipv4/udp,0.19,0.21,0.21
linux-2.4.23-pre3-testplatform,net/ipv4/ip_output,0.17,0.19,0.19
linux-2.4.23-pre3-testplatform,net/ipv4/af_inet,0.18,0.18,0.19
linux-2.4.23-pre3-testplatform,net/ipv4/fib_semantics,0.15,0.15,0.16
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_diag,0.17,0.17,0.17
linux-2.4.23-pre3-testplatform,net/ipv4/arp,0.18,0.18,0.20
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_timer,0.15,0.16,0.16
linux-2.4.23-pre3-testplatform,net/ipv4/protocol,0.06,0.06,0.08
linux-2.4.23-pre3-testplatform,net/ipv4/sysctl_net_ipv4,0.04,0.05,0.05
linux-2.4.23-pre3-testplatform,net/ipv4/ip_input,0.07,0.07,0.08
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_output,0.36,0.36,0.37
linux-2.4.23-pre3-testplatform,net/ipv4/ip_options,0.16,0.16,0.16
linux-2.4.23-pre3-testplatform,net/sunrpc/svcauth,0.05,0.05,0.06
linux-2.4.23-pre3-testplatform,net/sunrpc/sched,0.15,0.17,0.17
linux-2.4.23-pre3-testplatform,net/sunrpc/svcsock,0.17,0.17,0.19
linux-2.4.23-pre3-testplatform,net/sunrpc/sunrpc_syms,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,net/sunrpc/auth,0.06,0.08,0.08
linux-2.4.23-pre3-testplatform,net/sunrpc/clnt,0.13,0.13,0.14
linux-2.4.23-pre3-testplatform,net/sunrpc/auth_unix,0.06,0.06,0.06
linux-2.4.23-pre3-testplatform,net/sunrpc/timer,0.04,0.04,0.04
linux-2.4.23-pre3-testplatform,net/sunrpc/xprt,0.24,0.25,0.25
linux-2.4.23-pre3-testplatform,net/sunrpc/svc,0.09,0.09,0.09
linux-2.4.23-pre3-testplatform,net/sunrpc/xdr,0.09,0.10,0.11
linux-2.4.23-pre3-testplatform,net/sunrpc/pmap_clnt,0.04,0.05,0.05
linux-2.4.23-pre3-testplatform,net/sunrpc/auth_null,0.04,0.05,0.06
linux-2.4.23-pre3-testplatform,net/ethernet/eth,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,net/sched/sch_generic,0.10,0.10,0.10
linux-2.4.23-pre3-testplatform,net/core/neighbour,0.30,0.31,0.32
linux-2.4.23-pre3-testplatform,net/core/sock,0.14,0.16,0.16
linux-2.4.23-pre3-testplatform,net/core/dev_mcast,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,net/core/dev,0.29,0.29,0.31
linux-2.4.23-pre3-testplatform,net/core/utils,0.04,0.04,0.04
linux-2.4.23-pre3-testplatform,net/core/skbuff,0.22,0.22,0.23
linux-2.4.23-pre3-testplatform,net/core/scm,0.07,0.07,0.08
linux-2.4.23-pre3-testplatform,net/core/ethtool,0.06,0.06,0.06
linux-2.4.23-pre3-testplatform,net/core/datagram,0.10,0.11,0.12
linux-2.4.23-pre3-testplatform,net/core/rtnetlink,0.13,0.14,0.15
linux-2.4.23-pre3-testplatform,net/core/iovec,0.07,0.08,0.08
linux-2.4.23-pre3-testplatform,net/core/dst,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,net/socket,0.22,0.22,0.23
linux-2.4.23-pre3-testplatform,kernel/resource,0.06,0.07,0.07
linux-2.4.23-pre3-testplatform,kernel/sched,0.12,0.14,0.14
linux-2.4.23-pre3-testplatform,kernel/sysctl,0.04,0.04,0.04
linux-2.4.23-pre3-testplatform,kernel/softirq,0.07,0.07,0.07
linux-2.4.23-pre3-testplatform,kernel/acct,0.01,0.01,0.01
linux-2.4.23-pre3-testplatform,kernel/panic,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,kernel/printk,0.10,0.10,0.11
linux-2.4.23-pre3-testplatform,kernel/timer,0.11,0.11,0.11
linux-2.4.23-pre3-testplatform,kernel/info,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,kernel/signal,0.14,0.14,0.15
linux-2.4.23-pre3-testplatform,kernel/module,0.05,0.05,0.07
linux-2.4.23-pre3-testplatform,kernel/user,0.04,0.04,0.04
linux-2.4.23-pre3-testplatform,kernel/ptrace,0.05,0.06,0.08
linux-2.4.23-pre3-testplatform,kernel/context,0.04,0.05,0.06
linux-2.4.23-pre3-testplatform,kernel/itimer,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,kernel/exit,0.07,0.08,0.09
linux-2.4.23-pre3-testplatform,kernel/dma,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,kernel/kmod,0.05,0.06,0.06
linux-2.4.23-pre3-testplatform,kernel/capability,0.03,0.04,0.05
linux-2.4.23-pre3-testplatform,kernel/sys,0.13,0.13,0.14
linux-2.4.23-pre3-testplatform,kernel/exec_domain,0.04,0.04,0.04
linux-2.4.23-pre3-testplatform,kernel/fork,0.09,0.09,0.09
linux-2.4.23-pre3-testplatform,kernel/time,0.05,0.06,0.06
linux-2.4.23-pre3-testplatform,ipc/sem,0.15,0.15,0.16
linux-2.4.23-pre3-testplatform,ipc/shm,0.10,0.10,0.13
linux-2.4.23-pre3-testplatform,ipc/msg,0.09,0.09,0.10
linux-2.4.23-pre3-testplatform,ipc/util,0.06,0.06,0.06
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/sys_s390,0.04,0.05,0.06
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/bitmap,0.00,0.00,0.00
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/needed,0.00,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/s390fpu,0.03,0.03,0.03
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/semaphore,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/reipl,0.01,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/head,0.01,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/s390_ext,0.05,0.05,0.07
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/signal,0.08,0.09,0.10
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/setup,0.07,0.08,0.09
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/entry,0.01,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/process,0.05,0.07,0.07
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/ptrace,0.06,0.07,0.08
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/ebcdic,0.00,0.01,0.02
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/debug,0.15,0.15,0.15
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/irq,0.03,0.04,0.04
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/init_task,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/cpcmd,0.01,0.01,0.02
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/time,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,arch/testplatform/kernel/traps,0.12,0.12,0.12
linux-2.4.23-pre3-testplatform,arch/testplatform/mm/init,0.08,0.09,0.09
linux-2.4.23-pre3-testplatform,arch/testplatform/mm/extable,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,arch/testplatform/mm/fault,0.05,0.06,0.08
linux-2.4.23-pre3-testplatform,arch/testplatform/mm/ioremap,0.04,0.05,0.06
linux-2.4.23-pre3-testplatform,arch/testplatform/lib/strncpy,0.00,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/lib/misaligned,0.01,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/lib/delay,0.03,0.03,0.03
linux-2.4.23-pre3-testplatform,arch/testplatform/lib/memset,0.00,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/lib/uaccess,0.01,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/lib/memcpy,0.01,0.01,0.01
linux-2.4.23-pre3-testplatform,arch/testplatform/lib/strcmp,0.01,0.01,0.02
linux-2.4.23-pre3-testplatform,arch/testplatform/lib/checksum,0.03,0.04,0.04
linux-2.4.23-pre3-testplatform,mm/shmem,0.21,0.22,0.23
linux-2.4.23-pre3-testplatform,mm/swap_state,0.06,0.07,0.07
linux-2.4.23-pre3-testplatform,mm/page_io,0.05,0.06,0.09
linux-2.4.23-pre3-testplatform,mm/mremap,0.06,0.06,0.08
linux-2.4.23-pre3-testplatform,mm/oom_kill,0.04,0.05,0.06
linux-2.4.23-pre3-testplatform,mm/bootmem,0.09,0.09,0.09
linux-2.4.23-pre3-testplatform,mm/swapfile,0.16,0.18,0.18
linux-2.4.23-pre3-testplatform,mm/swap,0.05,0.05,0.05
linux-2.4.23-pre3-testplatform,mm/mlock,0.05,0.06,0.06
linux-2.4.23-pre3-testplatform,mm/slab,0.14,0.14,0.16
linux-2.4.23-pre3-testplatform,mm/memory,0.20,0.21,0.21
linux-2.4.23-pre3-testplatform,mm/mprotect,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,mm/vmalloc,0.09,0.10,0.11
linux-2.4.23-pre3-testplatform,mm/page_alloc,0.13,0.14,0.14
linux-2.4.23-pre3-testplatform,mm/filemap,0.38,0.39,0.40
linux-2.4.23-pre3-testplatform,mm/numa,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,mm/mmap,0.12,0.12,0.14
linux-2.4.23-pre3-testplatform,mm/vmscan,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,lib/cmdline,0.02,0.02,0.02
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/inflate,0.07,0.07,0.09
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/infblock,0.09,0.10,0.11
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/inftrees,0.06,0.07,0.07
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/inflate_syms,0.00,0.01,0.01
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/inffast,0.04,0.04,0.07
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/infutil,0.01,0.02,0.02
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/infcodes,0.06,0.07,0.07
linux-2.4.23-pre3-testplatform,lib/errno,0.00,0.00,0.01
linux-2.4.23-pre3-testplatform,lib/zlib_deflate/deflate_syms,0.01,0.01,0.01
linux-2.4.23-pre3-testplatform,lib/zlib_deflate/deflate,0.17,0.17,0.19
linux-2.4.23-pre3-testplatform,lib/zlib_deflate/deftree,0.26,0.26,0.27
linux-2.4.23-pre3-testplatform,lib/dump_stack,0.00,0.01,0.02
linux-2.4.23-pre3-testplatform,lib/ctype,0.00,0.00,0.01
linux-2.4.23-pre3-testplatform,lib/vsprintf,0.14,0.14,0.15
linux-2.4.23-pre3-testplatform,lib/bust_spinlocks,0.02,0.03,0.03
linux-2.4.23-pre3-testplatform,lib/dec_and_lock,0.00,0.00,0.01
linux-2.4.23-pre3-testplatform,lib/string,0.05,0.06,0.07
linux-2.4.23-pre3-testplatform,lib/rwsem-spinlock,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,lib/rbtree,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,lib/brlock,0.00,0.00,0.01
linux-2.4.23-pre3-testplatform,init/do_mounts,0.05,0.05,0.06
linux-2.4.23-pre3-testplatform,init/main,0.07,0.07,0.08
linux-2.4.23-pre3-testplatform,init/version,0.00,0.00,0.00
linux-2.4.23-pre3-testplatform,fs/bad_inode,0.03,0.03,0.03
linux-2.4.23-pre3-testplatform,fs/locks,0.21,0.22,0.22
linux-2.4.23-pre3-testplatform,fs/seq_file,0.08,0.08,0.09
linux-2.4.23-pre3-testplatform,fs/devices,0.04,0.05,0.09
linux-2.4.23-pre3-testplatform,fs/pipe,0.09,0.09,0.10
linux-2.4.23-pre3-testplatform,fs/partitions/msdos,0.07,0.08,0.14
linux-2.4.23-pre3-testplatform,fs/partitions/check,0.10,0.10,0.12
linux-2.4.23-pre3-testplatform,fs/buffer,0.39,0.39,0.41
linux-2.4.23-pre3-testplatform,fs/stat,0.04,0.05,0.06
linux-2.4.23-pre3-testplatform,fs/super,0.14,0.14,0.15
linux-2.4.23-pre3-testplatform,fs/attr,0.05,0.05,0.06
linux-2.4.23-pre3-testplatform,fs/nfsd/nfsproc,0.10,0.11,0.11
linux-2.4.23-pre3-testplatform,fs/nfsd/stats,0.03,0.04,0.04
linux-2.4.23-pre3-testplatform,fs/nfsd/nfsctl,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,fs/nfsd/auth,0.04,0.04,0.04
linux-2.4.23-pre3-testplatform,fs/nfsd/vfs,0.24,0.24,0.25
linux-2.4.23-pre3-testplatform,fs/nfsd/nfs3xdr,0.18,0.19,0.21
linux-2.4.23-pre3-testplatform,fs/nfsd/nfs3proc,0.10,0.11,0.11
linux-2.4.23-pre3-testplatform,fs/nfsd/nfsfh,0.16,0.17,0.18
linux-2.4.23-pre3-testplatform,fs/nfsd/nfssvc,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,fs/nfsd/nfscache,0.07,0.08,0.08
linux-2.4.23-pre3-testplatform,fs/nfsd/nfsxdr,0.10,0.10,0.12
linux-2.4.23-pre3-testplatform,fs/nfsd/lockd,0.03,0.04,0.05
linux-2.4.23-pre3-testplatform,fs/nfsd/export,0.17,0.17,0.18
linux-2.4.23-pre3-testplatform,fs/fifo,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,fs/read_write,0.09,0.11,0.11
linux-2.4.23-pre3-testplatform,fs/dcache,0.15,0.16,0.17
linux-2.4.23-pre3-testplatform,fs/fcntl,0.08,0.08,0.08
linux-2.4.23-pre3-testplatform,fs/iobuf,0.06,0.07,0.08
linux-2.4.23-pre3-testplatform,fs/dnotify,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,fs/open,0.14,0.14,0.14
linux-2.4.23-pre3-testplatform,fs/file,0.05,0.05,0.06
linux-2.4.23-pre3-testplatform,fs/namespace,0.12,0.13,0.13
linux-2.4.23-pre3-testplatform,fs/inode,0.18,0.19,0.19
linux-2.4.23-pre3-testplatform,fs/binfmt_script,0.04,0.04,0.04
linux-2.4.23-pre3-testplatform,fs/ext3/bitmap,0.02,0.02,0.03
linux-2.4.23-pre3-testplatform,fs/ext3/super,0.29,0.30,0.30
linux-2.4.23-pre3-testplatform,fs/ext3/fsync,0.03,0.03,0.04
linux-2.4.23-pre3-testplatform,fs/ext3/ialloc,0.11,0.11,0.11
linux-2.4.23-pre3-testplatform,fs/ext3/symlink,0.02,0.03,0.03
linux-2.4.23-pre3-testplatform,fs/ext3/file,0.03,0.04,0.05
linux-2.4.23-pre3-testplatform,fs/ext3/dir,0.06,0.07,0.07
linux-2.4.23-pre3-testplatform,fs/ext3/inode,0.36,0.36,0.37
linux-2.4.23-pre3-testplatform,fs/ext3/ioctl,0.03,0.04,0.05
linux-2.4.23-pre3-testplatform,fs/ext3/namei,0.22,0.23,0.23
linux-2.4.23-pre3-testplatform,fs/ext3/balloc,0.17,0.17,0.19
linux-2.4.23-pre3-testplatform,fs/lockd/clntlock,0.06,0.06,0.06
linux-2.4.23-pre3-testplatform,fs/lockd/lockd_syms,0.00,0.01,0.01
linux-2.4.23-pre3-testplatform,fs/lockd/clntproc,0.09,0.09,0.10
linux-2.4.23-pre3-testplatform,fs/lockd/svcsubs,0.06,0.07,0.08
linux-2.4.23-pre3-testplatform,fs/lockd/host,0.08,0.08,0.08
linux-2.4.23-pre3-testplatform,fs/lockd/xdr4,0.12,0.12,0.14
linux-2.4.23-pre3-testplatform,fs/lockd/svc4proc,0.09,0.10,0.10
linux-2.4.23-pre3-testplatform,fs/lockd/svc,0.05,0.05,0.06
linux-2.4.23-pre3-testplatform,fs/lockd/mon,0.05,0.05,0.07
linux-2.4.23-pre3-testplatform,fs/lockd/svcshare,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,fs/lockd/xdr,0.13,0.14,0.15
linux-2.4.23-pre3-testplatform,fs/lockd/svclock,0.10,0.10,0.14
linux-2.4.23-pre3-testplatform,fs/lockd/svcproc,0.09,0.09,0.11
