time
"2",,"","","","","arm-none-eabi-gcc (GCC) 6.1.0"
"","-Os -std=gnu89 -mcpu=cortex-m3"
linux-2.4.23-pre3-testplatform,fs/super,0.18,0.18,0.20
linux-2.4.23-pre3-testplatform,fs/block_dev,0.18,0.18,0.20
linux-2.4.23-pre3-testplatform,fs/file,0.06,0.06,0.06
linux-2.4.23-pre3-testplatform,fs/namespace,0.24,0.24,0.25
linux-2.4.23-pre3-testplatform,fs/seq_file,0.12,0.12,0.14
linux-2.4.23-pre3-testplatform,fs/ext3/ialloc,0.14,0.14,0.15
linux-2.4.23-pre3-testplatform,fs/ext3/ioctl,0.06,0.06,0.06
linux-2.4.23-pre3-testplatform,fs/ext3/bitmap,0.03,0.03,0.03
linux-2.4.23-pre3-testplatform,fs/ext3/balloc,0.17,0.19,0.20
linux-2.4.23-pre3-testplatform,fs/ext3/namei,0.25,0.27,0.27
linux-2.4.23-pre3-testplatform,fs/ext3/dir,0.07,0.08,0.10
linux-2.4.23-pre3-testplatform,fs/ext3/symlink,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,fs/ext3/inode,0.40,0.41,0.45
linux-2.4.23-pre3-testplatform,fs/ext3/super,0.30,0.31,0.32
linux-2.4.23-pre3-testplatform,fs/ext3/fsync,0.05,0.05,0.05
linux-2.4.23-pre3-testplatform,fs/ext3/file,0.05,0.06,0.06
linux-2.4.23-pre3-testplatform,mm/page_alloc,0.19,0.19,0.20
linux-2.4.23-pre3-testplatform,mm/slab,0.18,0.20,0.20
linux-2.4.23-pre3-testplatform,mm/numa,0.04,0.06,0.06
linux-2.4.23-pre3-testplatform,mm/filemap,0.54,0.54,0.55
linux-2.4.23-pre3-testplatform,mm/swapfile,0.26,0.28,0.30
linux-2.4.23-pre3-testplatform,mm/mprotect,0.11,0.12,0.13
linux-2.4.23-pre3-testplatform,mm/mremap,0.10,0.11,0.12
linux-2.4.23-pre3-testplatform,mm/mmap,0.20,0.21,0.21
linux-2.4.23-pre3-testplatform,mm/swap_state,0.08,0.09,0.10
linux-2.4.23-pre3-testplatform,mm/mlock,0.08,0.10,0.10
linux-2.4.23-pre3-testplatform,mm/vmalloc,0.13,0.13,0.14
linux-2.4.23-pre3-testplatform,mm/vmscan,0.15,0.15,0.16
linux-2.4.23-pre3-testplatform,mm/memory,0.31,0.33,0.34
linux-2.4.23-pre3-testplatform,mm/oom_kill,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,mm/shmem,0.27,0.29,0.30
linux-2.4.23-pre3-testplatform,mm/page_io,0.06,0.07,0.07
linux-2.4.23-pre3-testplatform,mm/bootmem,0.10,0.10,0.12
linux-2.4.23-pre3-testplatform,mm/swap,0.06,0.06,0.06
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/infutil,0.02,0.02,0.02
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/inffast,0.04,0.05,0.05
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/inflate_syms,0.00,0.00,0.01
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/inflate,0.09,0.11,0.11
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/infcodes,0.08,0.08,0.09
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/inftrees,0.08,0.08,0.09
linux-2.4.23-pre3-testplatform,lib/zlib_inflate/infblock,0.11,0.12,0.13
linux-2.4.23-pre3-testplatform,lib/rwsem-spinlock,0.06,0.06,0.06
linux-2.4.23-pre3-testplatform,lib/cmdline,0.02,0.02,0.03
linux-2.4.23-pre3-testplatform,lib/string,0.07,0.07,0.07
linux-2.4.23-pre3-testplatform,lib/dec_and_lock,0.00,0.01,0.01
linux-2.4.23-pre3-testplatform,lib/zlib_deflate/deftree,0.29,0.30,0.31
linux-2.4.23-pre3-testplatform,lib/zlib_deflate/deflate,0.20,0.20,0.20
linux-2.4.23-pre3-testplatform,lib/zlib_deflate/deflate_syms,0.00,0.01,0.01
linux-2.4.23-pre3-testplatform,lib/rbtree,0.04,0.05,0.05
linux-2.4.23-pre3-testplatform,lib/bust_spinlocks,0.02,0.02,0.04
linux-2.4.23-pre3-testplatform,lib/ctype,0.00,0.00,0.00
linux-2.4.23-pre3-testplatform,lib/errno,0.00,0.00,0.00
linux-2.4.23-pre3-testplatform,lib/brlock,0.00,0.00,0.00
linux-2.4.23-pre3-testplatform,lib/vsprintf,0.14,0.16,0.17
linux-2.4.23-pre3-testplatform,lib/dump_stack,0.01,0.01,0.02
linux-2.4.23-pre3-testplatform,net/core/datagram,0.12,0.13,0.14
linux-2.4.23-pre3-testplatform,net/core/ethtool,0.13,0.13,0.14
linux-2.4.23-pre3-testplatform,net/core/neighbour,0.37,0.38,0.38
linux-2.4.23-pre3-testplatform,net/core/dst,0.09,0.10,0.11
linux-2.4.23-pre3-testplatform,net/core/rtnetlink,0.16,0.17,0.18
linux-2.4.23-pre3-testplatform,net/core/dev_mcast,0.08,0.08,0.10
linux-2.4.23-pre3-testplatform,net/core/skbuff,0.25,0.25,0.25
linux-2.4.23-pre3-testplatform,net/core/iovec,0.09,0.10,0.12
linux-2.4.23-pre3-testplatform,net/core/utils,0.04,0.05,0.06
linux-2.4.23-pre3-testplatform,net/core/scm,0.10,0.10,0.11
linux-2.4.23-pre3-testplatform,net/core/dev,0.37,0.37,0.40
linux-2.4.23-pre3-testplatform,net/core/sock,0.23,0.24,0.25
linux-2.4.23-pre3-testplatform,net/802/p8023,0.05,0.05,0.06
linux-2.4.23-pre3-testplatform,net/ethernet/eth,0.08,0.09,0.09
linux-2.4.23-pre3-testplatform,net/socket,0.29,0.29,0.29
linux-2.4.23-pre3-testplatform,net/8021q/vlan_dev,0.16,0.18,0.18
linux-2.4.23-pre3-testplatform,net/8021q/vlan,0.12,0.13,0.14
linux-2.4.23-pre3-testplatform,net/8021q/vlanproc,0.05,0.06,0.06
linux-2.4.23-pre3-testplatform,net/sunrpc/auth_unix,0.08,0.08,0.09
linux-2.4.23-pre3-testplatform,net/sunrpc/svcsock,0.25,0.25,0.27
linux-2.4.23-pre3-testplatform,net/sunrpc/svc,0.10,0.11,0.12
linux-2.4.23-pre3-testplatform,net/sunrpc/svcauth,0.06,0.06,0.07
linux-2.4.23-pre3-testplatform,net/sunrpc/sched,0.21,0.22,0.23
linux-2.4.23-pre3-testplatform,net/sunrpc/xprt,0.30,0.31,0.32
linux-2.4.23-pre3-testplatform,net/sunrpc/pmap_clnt,0.06,0.06,0.09
linux-2.4.23-pre3-testplatform,net/sunrpc/clnt,0.17,0.18,0.19
linux-2.4.23-pre3-testplatform,net/sunrpc/timer,0.05,0.05,0.05
linux-2.4.23-pre3-testplatform,net/sunrpc/sunrpc_syms,0.04,0.04,0.05
linux-2.4.23-pre3-testplatform,net/sunrpc/xdr,0.10,0.11,0.14
linux-2.4.23-pre3-testplatform,net/sunrpc/auth,0.09,0.09,0.09
linux-2.4.23-pre3-testplatform,net/sunrpc/auth_null,0.05,0.06,0.06
linux-2.4.23-pre3-testplatform,net/sched/sch_generic,0.14,0.14,0.15
linux-2.4.23-pre3-testplatform,net/netlink/af_netlink,0.21,0.23,0.23
linux-2.4.23-pre3-testplatform,net/ipv4/ip_output,0.21,0.22,0.23
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_ipv4,0.49,0.49,0.52
linux-2.4.23-pre3-testplatform,net/ipv4/igmp,0.47,0.47,0.50
linux-2.4.23-pre3-testplatform,net/ipv4/tcp,0.62,0.66,0.66
linux-2.4.23-pre3-testplatform,net/ipv4/route,0.44,0.48,0.49
linux-2.4.23-pre3-testplatform,net/ipv4/ip_fragment,0.14,0.16,0.17
linux-2.4.23-pre3-testplatform,net/ipv4/ip_forward,0.08,0.09,0.10
linux-2.4.23-pre3-testplatform,net/ipv4/fib_frontend,0.15,0.18,0.18
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_minisocks,0.22,0.23,0.24
linux-2.4.23-pre3-testplatform,net/ipv4/raw,0.18,0.19,0.20
linux-2.4.23-pre3-testplatform,net/ipv4/tcp_input,0.77,0.81,0.84
linux-2.4.23-pre3-testplatform,net/ipv4/protocol,0.08,0.08,0.08
linux-2.4.23-pre3-testplatform,net/ipv4/devinet,0.25,0.25,0.26
linux-2.4.23-pre3-testplatform,net/ipv4/ip_sockglue,0.24,0.24,0.27
linux-2.4.23-pre3-testplatform,net/ipv4/proc,0.08,0.10,0.12
